Time (sec), Heater 1 (%), Temperature 1 (degC)
1.317000000000000000e+03,4.000000000000000000e+00,4.806313712903256707e+00
1.318000000000000000e+03,4.000000000000000000e+00,4.805570923149931950e+00
1.319000000000000000e+03,4.000000000000000000e+00,4.804915520426409792e+00
1.320000000000000000e+03,4.000000000000000000e+00,4.804337223905655208e+00
1.321000000000000000e+03,4.000000000000000000e+00,4.803826962269694967e+00
1.322000000000000000e+03,4.000000000000000000e+00,4.803376731414436662e+00
1.323000000000000000e+03,4.000000000000000000e+00,4.802979468895090420e+00
1.324000000000000000e+03,4.000000000000000000e+00,4.802628943142726037e+00
1.325000000000000000e+03,4.000000000000000000e+00,4.802319655714169855e+00
1.326000000000000000e+03,4.000000000000000000e+00,4.802046755041914139e+00
1.327000000000000000e+03,4.000000000000000000e+00,4.801805960331099854e+00
1.328000000000000000e+03,4.000000000000000000e+00,4.801593494409793550e+00
1.329000000000000000e+03,4.000000000000000000e+00,4.801406024479229373e+00
1.330000000000000000e+03,4.000000000000000000e+00,4.801240609834613871e+00
1.331000000000000000e+03,4.000000000000000000e+00,4.801094655736423356e+00
1.332000000000000000e+03,4.000000000000000000e+00,4.800965872708608195e+00
1.333000000000000000e+03,4.000000000000000000e+00,4.800852240625242295e+00
1.334000000000000000e+03,4.000000000000000000e+00,4.800751977022271966e+00
1.335000000000000000e+03,4.000000000000000000e+00,4.800663509137298668e+00
1.336000000000000000e+03,4.000000000000000000e+00,4.800585449238792712e+00
1.337000000000000000e+03,4.000000000000000000e+00,4.800516572857757680e+00
1.338000000000000000e+03,4.000000000000000000e+00,4.800455799580373828e+00
1.339000000000000000e+03,4.000000000000000000e+00,4.800402176100329044e+00
1.340000000000000000e+03,4.000000000000000000e+00,4.800354861264995776e+00
1.341000000000000000e+03,4.000000000000000000e+00,4.800313112880878030e+00
1.342000000000000000e+03,4.000000000000000000e+00,4.800276276071362425e+00
1.343000000000000000e+03,4.000000000000000000e+00,4.800243773004142511e+00
1.344000000000000000e+03,4.000000000000000000e+00,4.800215093827183921e+00
1.345000000000000000e+03,4.000000000000000000e+00,4.800189788671044511e+00
1.346000000000000000e+03,4.000000000000000000e+00,4.800167460592097868e+00
1.347000000000000000e+03,4.000000000000000000e+00,4.800147759345968268e+00
1.348000000000000000e+03,4.000000000000000000e+00,4.800130375893500556e+00
1.349000000000000000e+03,4.000000000000000000e+00,4.800115037553088548e+00
1.350000000000000000e+03,4.000000000000000000e+00,4.800101503723312568e+00
1.351000000000000000e+03,4.000000000000000000e+00,4.800089562108804664e+00
1.352000000000000000e+03,4.000000000000000000e+00,4.800079025390121323e+00
1.353000000000000000e+03,4.000000000000000000e+00,4.800069728285400572e+00
1.354000000000000000e+03,4.000000000000000000e+00,4.800061524957706105e+00
1.355000000000000000e+03,4.000000000000000000e+00,4.800054286727386987e+00
1.356000000000000000e+03,4.000000000000000000e+00,4.800047900053576733e+00
1.357000000000000000e+03,4.000000000000000000e+00,4.800042264753155763e+00
1.358000000000000000e+03,4.000000000000000000e+00,4.800037292429254698e+00
1.359000000000000000e+03,4.000000000000000000e+00,4.800032905084636425e+00
1.360000000000000000e+03,4.000000000000000000e+00,4.800029033898208120e+00
1.361000000000000000e+03,4.000000000000000000e+00,4.800025618145477679e+00
1.362000000000000000e+03,4.000000000000000000e+00,4.800022604246009017e+00
1.363000000000000000e+03,4.000000000000000000e+00,4.800019944922948589e+00
1.364000000000000000e+03,4.000000000000000000e+00,4.800017598461424839e+00
1.365000000000000000e+03,4.000000000000000000e+00,4.800015528054197844e+00
1.366000000000000000e+03,4.000000000000000000e+00,4.800013701224291829e+00
1.367000000000000000e+03,4.000000000000000000e+00,4.800012089315551123e+00
1.368000000000000000e+03,4.000000000000000000e+00,4.800010667043133061e+00
1.369000000000000000e+03,4.000000000000000000e+00,4.800009412096881256e+00
1.370000000000000000e+03,4.000000000000000000e+00,4.800008304791365532e+00
1.371000000000000000e+03,4.000000000000000000e+00,4.800007327757087161e+00
1.372000000000000000e+03,4.000000000000000000e+00,4.800006465668017697e+00
1.373000000000000000e+03,4.000000000000000000e+00,4.800005705001191281e+00
1.374000000000000000e+03,4.000000000000000000e+00,4.800005033824580103e+00
1.375000000000000000e+03,4.000000000000000000e+00,4.800004441609923234e+00
1.376000000000000000e+03,4.000000000000000000e+00,4.800003919067578728e+00
1.377000000000000000e+03,4.000000000000000000e+00,4.800003458000804635e+00
1.378000000000000000e+03,4.000000000000000000e+00,4.800003051177180069e+00
1.379000000000000000e+03,4.000000000000000000e+00,4.800002692215158184e+00
1.380000000000000000e+03,1.500000000000000000e+01,6.352943551954550294e+00
1.381000000000000000e+03,1.500000000000000000e+01,7.723185487018720430e+00
1.382000000000000000e+03,1.500000000000000000e+01,8.932222488545928485e+00
1.383000000000000000e+03,1.500000000000000000e+01,9.999019842834643512e+00
1.384000000000000000e+03,1.500000000000000000e+01,1.094031162603056728e+01
1.385000000000000000e+03,1.500000000000000000e+01,1.177086319943873605e+01
1.386000000000000000e+03,1.500000000000000000e+01,1.250370282303417824e+01
1.387000000000000000e+03,1.500000000000000000e+01,1.315032602032427533e+01
1.388000000000000000e+03,1.500000000000000000e+01,1.372087590028612603e+01
1.389000000000000000e+03,1.500000000000000000e+01,1.422430226495834660e+01
1.390000000000000000e+03,1.500000000000000000e+01,1.466850199849265657e+01
1.391000000000000000e+03,1.500000000000000000e+01,1.506044293984646210e+01
1.392000000000000000e+03,1.500000000000000000e+01,1.540627318221746656e+01
1.393000000000000000e+03,1.500000000000000000e+01,1.571141751372129391e+01
1.394000000000000000e+03,1.500000000000000000e+01,1.598066251210702227e+01
1.395000000000000000e+03,1.500000000000000000e+01,1.621823162832972542e+01
1.396000000000000000e+03,1.500000000000000000e+01,1.642785143676152160e+01
1.397000000000000000e+03,1.500000000000000000e+01,1.661281009126016528e+01
1.398000000000000000e+03,1.500000000000000000e+01,1.677600890405308576e+01
1.399000000000000000e+03,1.500000000000000000e+01,1.692000785651742589e+01
1.400000000000000000e+03,1.500000000000000000e+01,1.704706575575066907e+01
1.401000000000000000e+03,1.500000000000000000e+01,1.715917566683882356e+01
1.402000000000000000e+03,1.500000000000000000e+01,1.725809617662249096e+01
1.403000000000000000e+03,1.500000000000000000e+01,1.734537897937278572e+01
1.404000000000000000e+03,1.500000000000000000e+01,1.742239321709363153e+01
1.405000000000000000e+03,1.500000000000000000e+01,1.749034695625908498e+01
1.406000000000000000e+03,1.500000000000000000e+01,1.755030613787566196e+01
1.407000000000000000e+03,1.500000000000000000e+01,1.760321129812558283e+01
1.408000000000000000e+03,1.500000000000000000e+01,1.764989232187551238e+01
1.409000000000000000e+03,1.500000000000000000e+01,1.769108146047839014e+01
1.410000000000000000e+03,1.500000000000000000e+01,1.772742481806916715e+01
1.411000000000000000e+03,1.500000000000000000e+01,1.775949248653161661e+01
1.412000000000000000e+03,1.500000000000000000e+01,1.778778748811613042e+01
1.413000000000000000e+03,1.500000000000000000e+01,1.781275366598481824e+01
1.414000000000000000e+03,1.500000000000000000e+01,1.783478264645719236e+01
1.415000000000000000e+03,1.500000000000000000e+01,1.785421998216810735e+01
1.416000000000000000e+03,1.500000000000000000e+01,1.787137057250127015e+01
1.417000000000000000e+03,1.500000000000000000e+01,1.788650344632464950e+01
1.418000000000000000e+03,1.500000000000000000e+01,1.789985598205116091e+01
1.419000000000000000e+03,1.500000000000000000e+01,1.791163763122160901e+01
1.420000000000000000e+03,1.500000000000000000e+01,1.792203320401906552e+01
1.421000000000000000e+03,1.500000000000000000e+01,1.793120576825211643e+01
1.422000000000000000e+03,1.500000000000000000e+01,1.793929920728127669e+01
1.423000000000000000e+03,1.500000000000000000e+01,1.794644047701288869e+01
1.424000000000000000e+03,1.500000000000000000e+01,1.795274159736431230e+01
1.425000000000000000e+03,1.500000000000000000e+01,1.795830140943909825e+01
1.426000000000000000e+03,1.500000000000000000e+01,1.796320712597567137e+01
1.427000000000000000e+03,1.500000000000000000e+01,1.796753569939029660e+01
1.428000000000000000e+03,1.500000000000000000e+01,1.797135502887378777e+01
1.429000000000000000e+03,1.500000000000000000e+01,1.797472502547686801e+01
1.430000000000000000e+03,1.500000000000000000e+01,1.797769855189135058e+01
1.431000000000000000e+03,1.500000000000000000e+01,1.798032225166883791e+01
1.432000000000000000e+03,1.500000000000000000e+01,1.798263728088426561e+01
1.433000000000000000e+03,1.500000000000000000e+01,1.798467995372140749e+01
1.434000000000000000e+03,1.500000000000000000e+01,1.798648231210712112e+01
1.435000000000000000e+03,1.500000000000000000e+01,1.798807262832981024e+01
1.436000000000000000e+03,1.500000000000000000e+01,1.798947584852630044e+01
1.437000000000000000e+03,1.500000000000000000e+01,1.799071398399379262e+01
1.438000000000000000e+03,1.500000000000000000e+01,1.799180645646510968e+01
1.439000000000000000e+03,1.500000000000000000e+01,1.799277040276333040e+01
1.440000000000000000e+03,1.500000000000000000e+01,1.799362094361470099e+01
1.441000000000000000e+03,1.500000000000000000e+01,1.799437142083649732e+01
1.442000000000000000e+03,1.500000000000000000e+01,1.799503360662043860e+01
1.443000000000000000e+03,1.500000000000000000e+01,1.799561788819450214e+01
1.444000000000000000e+03,1.500000000000000000e+01,1.799613343075985128e+01
1.445000000000000000e+03,1.500000000000000000e+01,1.799658832125869168e+01
1.446000000000000000e+03,1.500000000000000000e+01,1.799698969522825465e+01
1.447000000000000000e+03,1.500000000000000000e+01,1.799734384873081083e+01
1.448000000000000000e+03,1.500000000000000000e+01,1.799765633711541923e+01
1.449000000000000000e+03,1.500000000000000000e+01,1.799793206216066110e+01
1.450000000000000000e+03,1.500000000000000000e+01,1.799817534896528670e+01
1.451000000000000000e+03,1.500000000000000000e+01,1.799839001379289982e+01
1.452000000000000000e+03,1.500000000000000000e+01,1.799857942393490973e+01
1.453000000000000000e+03,1.500000000000000000e+01,1.799874655053080019e+01
1.454000000000000000e+03,1.500000000000000000e+01,1.799889401517423337e+01
1.455000000000000000e+03,1.500000000000000000e+01,1.799902413103608723e+01
1.456000000000000000e+03,1.500000000000000000e+01,1.799913893914948559e+01
1.457000000000000000e+03,1.500000000000000000e+01,1.799924024042601545e+01
1.458000000000000000e+03,1.500000000000000000e+01,1.799932962390530733e+01
1.459000000000000000e+03,1.500000000000000000e+01,1.799940849168115165e+01
1.460000000000000000e+03,1.500000000000000000e+01,1.799947808089513046e+01
1.461000000000000000e+03,1.500000000000000000e+01,1.799953948314276175e+01
1.462000000000000000e+03,1.500000000000000000e+01,1.799959366159655261e+01
