U-1, U-2, Y-3, Y-2, Yk
1.000000e+00,1.000000e+00,9.856725e-01,9.894128e-01,9.889138e-01
1.000000e+00,1.000000e+00,9.894128e-01,9.889138e-01,9.918543e-01
1.000000e+00,1.000000e+00,9.889138e-01,9.918543e-01,9.914387e-01
1.000000e+00,1.000000e+00,9.918543e-01,9.914387e-01,9.937507e-01
1.000000e+00,1.000000e+00,9.914387e-01,9.937507e-01,9.934058e-01
1.000000e+00,1.000000e+00,9.937507e-01,9.934058e-01,9.952235e-01
1.000000e+00,1.000000e+00,9.934058e-01,9.952235e-01,9.949383e-01
1.000000e+00,1.000000e+00,9.952235e-01,9.949383e-01,9.963676e-01
1.000000e+00,1.000000e+00,9.949383e-01,9.963676e-01,9.961320e-01
1.000000e+00,1.000000e+00,9.963676e-01,9.961320e-01,9.972560e-01
1.000000e+00,1.000000e+00,9.961320e-01,9.972560e-01,9.970621e-01
1.000000e+00,1.000000e+00,9.972560e-01,9.970621e-01,9.979461e-01
1.000000e+00,1.000000e+00,9.970621e-01,9.979461e-01,9.977866e-01
1.000000e+00,1.000000e+00,9.979461e-01,9.977866e-01,9.984820e-01
1.000000e+00,1.000000e+00,9.977866e-01,9.984820e-01,9.983512e-01
1.000000e+00,1.000000e+00,9.984820e-01,9.983512e-01,9.988981e-01
1.000000e+00,1.000000e+00,9.983512e-01,9.988981e-01,9.987911e-01
1.000000e+00,1.000000e+00,9.988981e-01,9.987911e-01,9.992213e-01
1.000000e+00,1.000000e+00,9.987911e-01,9.992213e-01,9.991338e-01
1.000000e+00,1.000000e+00,9.992213e-01,9.991338e-01,9.994724e-01
1.000000e+00,1.000000e+00,9.991338e-01,9.994724e-01,9.994009e-01
1.000000e+00,1.000000e+00,9.994724e-01,9.994009e-01,9.996672e-01
1.000000e+00,1.000000e+00,9.994009e-01,9.996672e-01,9.996089e-01
1.000000e+00,1.000000e+00,9.996672e-01,9.996089e-01,9.998186e-01
1.000000e+00,1.000000e+00,9.996089e-01,9.998186e-01,9.997711e-01
1.000000e+00,1.000000e+00,9.998186e-01,9.997711e-01,9.999359e-01
1.000000e+00,1.000000e+00,9.997711e-01,9.999359e-01,9.998975e-01
1.000000e+00,1.000000e+00,9.999359e-01,9.998975e-01,1.000027e+00
1.000000e+00,1.000000e+00,9.998975e-01,1.000027e+00,9.999959e-01
1.000000e+00,1.000000e+00,1.000027e+00,9.999959e-01,1.000098e+00
1.000000e+00,1.000000e+00,9.999959e-01,1.000098e+00,1.000073e+00
1.000000e+00,1.000000e+00,1.000098e+00,1.000073e+00,1.000153e+00
1.000000e+00,1.000000e+00,1.000073e+00,1.000153e+00,1.000132e+00
1.000000e+00,1.000000e+00,1.000153e+00,1.000132e+00,1.000196e+00
1.000000e+00,1.000000e+00,1.000132e+00,1.000196e+00,1.000179e+00
1.000000e+00,1.000000e+00,1.000196e+00,1.000179e+00,1.000229e+00
1.000000e+00,1.000000e+00,1.000179e+00,1.000229e+00,1.000215e+00
1.000000e+00,1.000000e+00,1.000229e+00,1.000215e+00,1.000254e+00
1.000000e+00,1.000000e+00,1.000215e+00,1.000254e+00,1.000243e+00
1.000000e+00,1.000000e+00,1.000254e+00,1.000243e+00,1.000274e+00
1.000000e+00,1.000000e+00,1.000243e+00,1.000274e+00,1.000265e+00
1.000000e+00,1.000000e+00,1.000274e+00,1.000265e+00,1.000290e+00
1.000000e+00,1.000000e+00,1.000265e+00,1.000290e+00,1.000283e+00
1.000000e+00,1.000000e+00,1.000290e+00,1.000283e+00,1.000302e+00
1.000000e+00,1.000000e+00,1.000283e+00,1.000302e+00,1.000296e+00
1.000000e+00,1.000000e+00,1.000302e+00,1.000296e+00,1.000311e+00
1.000000e+00,1.000000e+00,1.000296e+00,1.000311e+00,1.000307e+00
1.000000e+00,1.000000e+00,1.000311e+00,1.000307e+00,1.000319e+00
1.000000e+00,1.000000e+00,1.000307e+00,1.000319e+00,1.000315e+00
1.000000e+00,1.000000e+00,1.000319e+00,1.000315e+00,1.000324e+00
1.000000e+00,1.000000e+00,1.000315e+00,1.000324e+00,1.000321e+00
1.000000e+00,1.000000e+00,1.000324e+00,1.000321e+00,1.000328e+00
1.000000e+00,1.000000e+00,1.000321e+00,1.000328e+00,1.000326e+00
1.000000e+00,1.000000e+00,1.000328e+00,1.000326e+00,1.000332e+00
1.000000e+00,1.000000e+00,1.000326e+00,1.000332e+00,1.000330e+00
1.000000e+00,1.000000e+00,1.000332e+00,1.000330e+00,1.000335e+00
1.000000e+00,1.000000e+00,1.000330e+00,1.000335e+00,1.000333e+00
1.000000e+00,1.000000e+00,1.000335e+00,1.000333e+00,1.000337e+00
1.000000e+00,1.000000e+00,1.000333e+00,1.000337e+00,1.000335e+00
1.000000e+00,1.000000e+00,1.000337e+00,1.000335e+00,1.000338e+00
1.000000e+00,1.000000e+00,1.000335e+00,1.000338e+00,1.000337e+00
1.000000e+00,1.000000e+00,1.000338e+00,1.000337e+00,1.000339e+00
1.000000e+00,1.000000e+00,1.000337e+00,1.000339e+00,1.000339e+00
1.000000e+00,1.000000e+00,1.000339e+00,1.000339e+00,1.000340e+00
1.000000e+00,1.000000e+00,1.000339e+00,1.000340e+00,1.000340e+00
1.000000e+00,1.000000e+00,1.000340e+00,1.000340e+00,1.000341e+00
1.000000e+00,1.000000e+00,1.000340e+00,1.000341e+00,1.000340e+00
1.000000e+00,1.000000e+00,1.000341e+00,1.000340e+00,1.000342e+00
1.000000e+00,1.000000e+00,1.000340e+00,1.000342e+00,1.000341e+00
1.000000e+00,1.000000e+00,1.000342e+00,1.000341e+00,1.000342e+00
1.000000e+00,1.000000e+00,1.000341e+00,1.000342e+00,1.000342e+00
1.000000e+00,1.000000e+00,1.000342e+00,1.000342e+00,1.000342e+00
1.000000e+00,1.000000e+00,1.000342e+00,1.000342e+00,1.000342e+00
1.000000e+00,1.000000e+00,1.000342e+00,1.000342e+00,1.000343e+00
1.000000e+00,1.000000e+00,1.000342e+00,1.000343e+00,1.000342e+00
1.000000e+00,1.000000e+00,1.000343e+00,1.000342e+00,1.000343e+00
1.000000e+00,1.000000e+00,1.000342e+00,1.000343e+00,1.000343e+00
1.000000e+00,1.000000e+00,1.000343e+00,1.000343e+00,1.000343e+00
1.000000e+00,1.000000e+00,1.000343e+00,1.000343e+00,1.000343e+00
1.000000e+00,1.000000e+00,1.000343e+00,1.000343e+00,1.000343e+00
1.000000e+00,1.000000e+00,1.000343e+00,1.000343e+00,1.000343e+00
1.000000e+00,1.000000e+00,1.000343e+00,1.000343e+00,1.000343e+00
1.000000e+00,4.000000e-01,1.000343e+00,1.000343e+00,8.670774e-01
4.000000e-01,4.000000e-01,1.000343e+00,8.670774e-01,8.677777e-01
4.000000e-01,4.000000e-01,8.670774e-01,8.677777e-01,7.631481e-01
