U-1, U-2, Y-3, Y-2, Yk
4.000000e-01,4.000000e-01,8.677777e-01,7.631481e-01,7.645423e-01
4.000000e-01,4.000000e-01,7.631481e-01,7.645423e-01,6.823888e-01
4.000000e-01,4.000000e-01,7.645423e-01,6.823888e-01,6.841462e-01
4.000000e-01,4.000000e-01,6.823888e-01,6.841462e-01,6.196353e-01
4.000000e-01,4.000000e-01,6.841462e-01,6.196353e-01,6.215355e-01
4.000000e-01,4.000000e-01,6.196353e-01,6.215355e-01,5.708743e-01
4.000000e-01,4.000000e-01,6.215355e-01,5.708743e-01,5.727749e-01
4.000000e-01,4.000000e-01,5.708743e-01,5.727749e-01,5.329866e-01
4.000000e-01,4.000000e-01,5.727749e-01,5.329866e-01,5.347998e-01
4.000000e-01,4.000000e-01,5.329866e-01,5.347998e-01,5.035484e-01
4.000000e-01,4.000000e-01,5.347998e-01,5.035484e-01,5.052239e-01
4.000000e-01,4.000000e-01,5.035484e-01,5.052239e-01,4.806757e-01
4.000000e-01,4.000000e-01,5.052239e-01,4.806757e-01,4.821893e-01
4.000000e-01,4.000000e-01,4.806757e-01,4.821893e-01,4.629048e-01
4.000000e-01,4.000000e-01,4.821893e-01,4.629048e-01,4.642487e-01
4.000000e-01,4.000000e-01,4.629048e-01,4.642487e-01,4.490980e-01
4.000000e-01,4.000000e-01,4.642487e-01,4.490980e-01,4.502753e-01
4.000000e-01,4.000000e-01,4.490980e-01,4.502753e-01,4.383713e-01
4.000000e-01,4.000000e-01,4.502753e-01,4.383713e-01,4.393918e-01
4.000000e-01,4.000000e-01,4.383713e-01,4.393918e-01,4.300379e-01
4.000000e-01,4.000000e-01,4.393918e-01,4.300379e-01,4.309145e-01
4.000000e-01,4.000000e-01,4.300379e-01,4.309145e-01,4.235639e-01
4.000000e-01,4.000000e-01,4.309145e-01,4.235639e-01,4.243115e-01
4.000000e-01,4.000000e-01,4.235639e-01,4.243115e-01,4.185347e-01
4.000000e-01,4.000000e-01,4.243115e-01,4.185347e-01,4.191682e-01
4.000000e-01,4.000000e-01,4.185347e-01,4.191682e-01,4.146279e-01
4.000000e-01,4.000000e-01,4.191682e-01,4.146279e-01,4.151618e-01
4.000000e-01,4.000000e-01,4.146279e-01,4.151618e-01,4.115930e-01
4.000000e-01,4.000000e-01,4.151618e-01,4.115930e-01,4.120410e-01
4.000000e-01,4.000000e-01,4.115930e-01,4.120410e-01,4.092357e-01
4.000000e-01,4.000000e-01,4.120410e-01,4.092357e-01,4.096100e-01
4.000000e-01,4.000000e-01,4.092357e-01,4.096100e-01,4.074046e-01
4.000000e-01,4.000000e-01,4.096100e-01,4.074046e-01,4.077162e-01
4.000000e-01,4.000000e-01,4.074046e-01,4.077162e-01,4.059823e-01
4.000000e-01,4.000000e-01,4.077162e-01,4.059823e-01,4.062410e-01
4.000000e-01,4.000000e-01,4.059823e-01,4.062410e-01,4.048776e-01
4.000000e-01,4.000000e-01,4.062410e-01,4.048776e-01,4.050917e-01
4.000000e-01,4.000000e-01,4.048776e-01,4.050917e-01,4.040196e-01
4.000000e-01,4.000000e-01,4.050917e-01,4.040196e-01,4.041963e-01
4.000000e-01,4.000000e-01,4.040196e-01,4.041963e-01,4.033532e-01
4.000000e-01,4.000000e-01,4.041963e-01,4.033532e-01,4.034987e-01
4.000000e-01,4.000000e-01,4.033532e-01,4.034987e-01,4.028357e-01
4.000000e-01,4.000000e-01,4.034987e-01,4.028357e-01,4.029553e-01
4.000000e-01,4.000000e-01,4.028357e-01,4.029553e-01,4.024338e-01
4.000000e-01,4.000000e-01,4.029553e-01,4.024338e-01,4.025319e-01
4.000000e-01,4.000000e-01,4.024338e-01,4.025319e-01,4.021216e-01
4.000000e-01,4.000000e-01,4.025319e-01,4.021216e-01,4.022020e-01
4.000000e-01,4.000000e-01,4.021216e-01,4.022020e-01,4.018793e-01
4.000000e-01,4.000000e-01,4.022020e-01,4.018793e-01,4.019449e-01
4.000000e-01,4.000000e-01,4.018793e-01,4.019449e-01,4.016910e-01
4.000000e-01,4.000000e-01,4.019449e-01,4.016910e-01,4.017447e-01
4.000000e-01,4.000000e-01,4.016910e-01,4.017447e-01,4.015449e-01
4.000000e-01,4.000000e-01,4.017447e-01,4.015449e-01,4.015886e-01
4.000000e-01,4.000000e-01,4.015449e-01,4.015886e-01,4.014315e-01
4.000000e-01,4.000000e-01,4.015886e-01,4.014315e-01,4.014670e-01
4.000000e-01,4.000000e-01,4.014315e-01,4.014670e-01,4.013434e-01
4.000000e-01,4.000000e-01,4.014670e-01,4.013434e-01,4.013723e-01
4.000000e-01,4.000000e-01,4.013434e-01,4.013723e-01,4.012750e-01
4.000000e-01,4.000000e-01,4.013723e-01,4.012750e-01,4.012985e-01
4.000000e-01,4.000000e-01,4.012750e-01,4.012985e-01,4.012219e-01
4.000000e-01,4.000000e-01,4.012985e-01,4.012219e-01,4.012409e-01
4.000000e-01,4.000000e-01,4.012219e-01,4.012409e-01,4.011807e-01
4.000000e-01,4.000000e-01,4.012409e-01,4.011807e-01,4.011961e-01
4.000000e-01,4.000000e-01,4.011807e-01,4.011961e-01,4.011486e-01
4.000000e-01,4.000000e-01,4.011961e-01,4.011486e-01,4.011612e-01
4.000000e-01,4.000000e-01,4.011486e-01,4.011612e-01,4.011238e-01
4.000000e-01,4.000000e-01,4.011612e-01,4.011238e-01,4.011339e-01
4.000000e-01,4.000000e-01,4.011238e-01,4.011339e-01,4.011045e-01
4.000000e-01,4.000000e-01,4.011339e-01,4.011045e-01,4.011127e-01
4.000000e-01,4.000000e-01,4.011045e-01,4.011127e-01,4.010895e-01
4.000000e-01,4.000000e-01,4.011127e-01,4.010895e-01,4.010961e-01
4.000000e-01,4.000000e-01,4.010895e-01,4.010961e-01,4.010779e-01
4.000000e-01,4.000000e-01,4.010961e-01,4.010779e-01,4.010832e-01
4.000000e-01,4.000000e-01,4.010779e-01,4.010832e-01,4.010689e-01
4.000000e-01,4.000000e-01,4.010832e-01,4.010689e-01,4.010732e-01
4.000000e-01,4.000000e-01,4.010689e-01,4.010732e-01,4.010619e-01
4.000000e-01,4.000000e-01,4.010732e-01,4.010619e-01,4.010653e-01
4.000000e-01,4.000000e-01,4.010619e-01,4.010653e-01,4.010564e-01
4.000000e-01,4.000000e-01,4.010653e-01,4.010564e-01,4.010592e-01
4.000000e-01,4.000000e-01,4.010564e-01,4.010592e-01,4.010522e-01
4.000000e-01,4.000000e-01,4.010592e-01,4.010522e-01,4.010545e-01
4.000000e-01,4.000000e-01,4.010522e-01,4.010545e-01,4.010490e-01
4.000000e-01,4.000000e-01,4.010545e-01,4.010490e-01,4.010508e-01
4.000000e-01,4.000000e-01,4.010490e-01,4.010508e-01,4.010464e-01
4.000000e-01,4.000000e-01,4.010508e-01,4.010464e-01,4.010479e-01
4.000000e-01,4.000000e-01,4.010464e-01,4.010479e-01,4.010445e-01
4.000000e-01,4.000000e-01,4.010479e-01,4.010445e-01,4.010456e-01
4.000000e-01,4.000000e-01,4.010445e-01,4.010456e-01,4.010429e-01
4.000000e-01,4.000000e-01,4.010456e-01,4.010429e-01,4.010438e-01
4.000000e-01,4.000000e-01,4.010429e-01,4.010438e-01,4.010417e-01
4.000000e-01,4.000000e-01,4.010438e-01,4.010417e-01,4.010424e-01
4.000000e-01,4.000000e-01,4.010417e-01,4.010424e-01,4.010408e-01
4.000000e-01,4.000000e-01,4.010424e-01,4.010408e-01,4.010414e-01
4.000000e-01,4.000000e-01,4.010408e-01,4.010414e-01,4.010400e-01
4.000000e-01,4.000000e-01,4.010414e-01,4.010400e-01,4.010405e-01
4.000000e-01,4.000000e-01,4.010400e-01,4.010405e-01,4.010395e-01
4.000000e-01,4.000000e-01,4.010405e-01,4.010395e-01,4.010399e-01
4.000000e-01,4.000000e-01,4.010395e-01,4.010399e-01,4.010391e-01
4.000000e-01,4.000000e-01,4.010399e-01,4.010391e-01,4.010394e-01
4.000000e-01,4.000000e-01,4.010391e-01,4.010394e-01,4.010387e-01
4.000000e-01,4.000000e-01,4.010394e-01,4.010387e-01,4.010389e-01
4.000000e-01,4.000000e-01,4.010387e-01,4.010389e-01,4.010384e-01
4.000000e-01,4.000000e-01,4.010389e-01,4.010384e-01,4.010387e-01
4.000000e-01,4.000000e-01,4.010384e-01,4.010387e-01,4.010383e-01
4.000000e-01,4.000000e-01,4.010387e-01,4.010383e-01,4.010384e-01
4.000000e-01,4.000000e-01,4.010383e-01,4.010384e-01,4.010381e-01
4.000000e-01,4.000000e-01,4.010384e-01,4.010381e-01,4.010382e-01
4.000000e-01,4.000000e-01,4.010381e-01,4.010382e-01,4.010380e-01
4.000000e-01,4.000000e-01,4.010382e-01,4.010380e-01,4.010380e-01
4.000000e-01,4.000000e-01,4.010380e-01,4.010380e-01,4.010379e-01
4.000000e-01,4.000000e-01,4.010380e-01,4.010379e-01,4.010380e-01
4.000000e-01,4.000000e-01,4.010379e-01,4.010380e-01,4.010379e-01
4.000000e-01,8.000000e-01,4.010380e-01,4.010379e-01,4.898817e-01
8.000000e-01,8.000000e-01,4.010379e-01,4.898817e-01,4.894149e-01
8.000000e-01,8.000000e-01,4.898817e-01,4.894149e-01,5.591679e-01
8.000000e-01,8.000000e-01,4.894149e-01,5.591679e-01,5.582386e-01
8.000000e-01,8.000000e-01,5.591679e-01,5.582386e-01,6.130074e-01
8.000000e-01,8.000000e-01,5.582386e-01,6.130074e-01,6.118359e-01
8.000000e-01,8.000000e-01,6.130074e-01,6.118359e-01,6.548431e-01
8.000000e-01,8.000000e-01,6.118359e-01,6.548431e-01,6.535764e-01
8.000000e-01,8.000000e-01,6.548431e-01,6.535764e-01,6.873505e-01
8.000000e-01,8.000000e-01,6.535764e-01,6.873505e-01,6.860834e-01
8.000000e-01,8.000000e-01,6.873505e-01,6.860834e-01,7.126089e-01
8.000000e-01,8.000000e-01,6.860834e-01,7.126089e-01,7.114003e-01
8.000000e-01,8.000000e-01,7.126089e-01,7.114003e-01,7.322345e-01
8.000000e-01,8.000000e-01,7.114003e-01,7.322345e-01,7.311174e-01
8.000000e-01,8.000000e-01,7.322345e-01,7.311174e-01,7.474830e-01
8.000000e-01,8.000000e-01,7.311174e-01,7.474830e-01,7.464739e-01
8.000000e-01,8.000000e-01,7.474830e-01,7.464739e-01,7.593303e-01
8.000000e-01,8.000000e-01,7.464739e-01,7.593303e-01,7.584344e-01
8.000000e-01,8.000000e-01,7.593303e-01,7.584344e-01,7.685348e-01
8.000000e-01,8.000000e-01,7.584344e-01,7.685348e-01,7.677499e-01
8.000000e-01,8.000000e-01,7.685348e-01,7.677499e-01,7.756858e-01
8.000000e-01,8.000000e-01,7.677499e-01,7.756858e-01,7.750056e-01
8.000000e-01,8.000000e-01,7.756858e-01,7.750056e-01,7.812414e-01
8.000000e-01,8.000000e-01,7.750056e-01,7.812414e-01,7.806571e-01
8.000000e-01,8.000000e-01,7.812414e-01,7.806571e-01,7.855574e-01
8.000000e-01,8.000000e-01,7.806571e-01,7.855574e-01,7.850591e-01
8.000000e-01,8.000000e-01,7.855574e-01,7.850591e-01,7.889102e-01
8.000000e-01,8.000000e-01,7.850591e-01,7.889102e-01,7.884880e-01
8.000000e-01,8.000000e-01,7.889102e-01,7.884880e-01,7.915147e-01
8.000000e-01,8.000000e-01,7.884880e-01,7.915147e-01,7.911588e-01
8.000000e-01,8.000000e-01,7.915147e-01,7.911588e-01,7.935379e-01
8.000000e-01,8.000000e-01,7.911588e-01,7.935379e-01,7.932392e-01
8.000000e-01,8.000000e-01,7.935379e-01,7.932392e-01,7.951095e-01
8.000000e-01,8.000000e-01,7.932392e-01,7.951095e-01,7.948600e-01
8.000000e-01,8.000000e-01,7.951095e-01,7.948600e-01,7.963303e-01
8.000000e-01,8.000000e-01,7.948600e-01,7.963303e-01,7.961226e-01
8.000000e-01,8.000000e-01,7.963303e-01,7.961226e-01,7.972785e-01
8.000000e-01,8.000000e-01,7.961226e-01,7.972785e-01,7.971060e-01
8.000000e-01,8.000000e-01,7.972785e-01,7.971060e-01,7.980151e-01
8.000000e-01,8.000000e-01,7.971060e-01,7.980151e-01,7.978723e-01
8.000000e-01,8.000000e-01,7.980151e-01,7.978723e-01,7.985871e-01
8.000000e-01,8.000000e-01,7.978723e-01,7.985871e-01,7.984692e-01
8.000000e-01,8.000000e-01,7.985871e-01,7.984692e-01,7.990313e-01
8.000000e-01,8.000000e-01,7.984692e-01,7.990313e-01,7.989343e-01
8.000000e-01,8.000000e-01,7.990313e-01,7.989343e-01,7.993764e-01
8.000000e-01,8.000000e-01,7.989343e-01,7.993764e-01,7.992965e-01
8.000000e-01,8.000000e-01,7.993764e-01,7.992965e-01,7.996442e-01
8.000000e-01,8.000000e-01,7.992965e-01,7.996442e-01,7.995787e-01
8.000000e-01,8.000000e-01,7.996442e-01,7.995787e-01,7.998523e-01
8.000000e-01,8.000000e-01,7.995787e-01,7.998523e-01,7.997987e-01
8.000000e-01,8.000000e-01,7.998523e-01,7.997987e-01,8.000138e-01
8.000000e-01,8.000000e-01,7.997987e-01,8.000138e-01,7.999700e-01
8.000000e-01,8.000000e-01,8.000138e-01,7.999700e-01,8.001393e-01
8.000000e-01,8.000000e-01,7.999700e-01,8.001393e-01,8.001035e-01
8.000000e-01,8.000000e-01,8.001393e-01,8.001035e-01,8.002368e-01
8.000000e-01,8.000000e-01,8.001035e-01,8.002368e-01,8.002076e-01
8.000000e-01,8.000000e-01,8.002368e-01,8.002076e-01,8.003124e-01
8.000000e-01,8.000000e-01,8.002076e-01,8.003124e-01,8.002887e-01
8.000000e-01,8.000000e-01,8.003124e-01,8.002887e-01,8.003712e-01
8.000000e-01,8.000000e-01,8.002887e-01,8.003712e-01,8.003520e-01
8.000000e-01,8.000000e-01,8.003712e-01,8.003520e-01,8.004168e-01
8.000000e-01,8.000000e-01,8.003520e-01,8.004168e-01,8.004011e-01
8.000000e-01,8.000000e-01,8.004168e-01,8.004011e-01,8.004522e-01
8.000000e-01,8.000000e-01,8.004011e-01,8.004522e-01,8.004395e-01
8.000000e-01,8.000000e-01,8.004522e-01,8.004395e-01,8.004797e-01
8.000000e-01,8.000000e-01,8.004395e-01,8.004797e-01,8.004694e-01
8.000000e-01,8.000000e-01,8.004797e-01,8.004694e-01,8.005010e-01
8.000000e-01,8.000000e-01,8.004694e-01,8.005010e-01,8.004927e-01
8.000000e-01,8.000000e-01,8.005010e-01,8.004927e-01,8.005176e-01
8.000000e-01,8.000000e-01,8.004927e-01,8.005176e-01,8.005108e-01
8.000000e-01,8.000000e-01,8.005176e-01,8.005108e-01,8.005304e-01
8.000000e-01,8.000000e-01,8.005108e-01,8.005304e-01,8.005250e-01
8.000000e-01,8.000000e-01,8.005304e-01,8.005250e-01,8.005404e-01
8.000000e-01,8.000000e-01,8.005250e-01,8.005404e-01,8.005360e-01
8.000000e-01,8.000000e-01,8.005404e-01,8.005360e-01,8.005482e-01
8.000000e-01,8.000000e-01,8.005360e-01,8.005482e-01,8.005446e-01
8.000000e-01,8.000000e-01,8.005482e-01,8.005446e-01,8.005542e-01
8.000000e-01,8.000000e-01,8.005446e-01,8.005542e-01,8.005513e-01
8.000000e-01,8.000000e-01,8.005542e-01,8.005513e-01,8.005589e-01
8.000000e-01,8.000000e-01,8.005513e-01,8.005589e-01,8.005565e-01
8.000000e-01,8.000000e-01,8.005589e-01,8.005565e-01,8.005625e-01
8.000000e-01,8.000000e-01,8.005565e-01,8.005625e-01,8.005605e-01
8.000000e-01,8.000000e-01,8.005625e-01,8.005605e-01,8.005653e-01
8.000000e-01,8.000000e-01,8.005605e-01,8.005653e-01,8.005637e-01
8.000000e-01,8.000000e-01,8.005653e-01,8.005637e-01,8.005675e-01
8.000000e-01,8.000000e-01,8.005637e-01,8.005675e-01,8.005663e-01
8.000000e-01,8.000000e-01,8.005675e-01,8.005663e-01,8.005692e-01
8.000000e-01,8.000000e-01,8.005663e-01,8.005692e-01,8.005682e-01
8.000000e-01,8.000000e-01,8.005692e-01,8.005682e-01,8.005705e-01
8.000000e-01,8.000000e-01,8.005682e-01,8.005705e-01,8.005697e-01
8.000000e-01,8.000000e-01,8.005705e-01,8.005697e-01,8.005716e-01
8.000000e-01,8.000000e-01,8.005697e-01,8.005716e-01,8.005708e-01
8.000000e-01,8.000000e-01,8.005716e-01,8.005708e-01,8.005723e-01
8.000000e-01,8.000000e-01,8.005708e-01,8.005723e-01,8.005717e-01
8.000000e-01,8.000000e-01,8.005723e-01,8.005717e-01,8.005729e-01
8.000000e-01,8.000000e-01,8.005717e-01,8.005729e-01,8.005724e-01
8.000000e-01,8.000000e-01,8.005729e-01,8.005724e-01,8.005733e-01
8.000000e-01,8.000000e-01,8.005724e-01,8.005733e-01,8.005730e-01
8.000000e-01,8.000000e-01,8.005733e-01,8.005730e-01,8.005737e-01
8.000000e-01,8.000000e-01,8.005730e-01,8.005737e-01,8.005734e-01
8.000000e-01,8.000000e-01,8.005737e-01,8.005734e-01,8.005740e-01
8.000000e-01,8.000000e-01,8.005734e-01,8.005740e-01,8.005737e-01
8.000000e-01,8.000000e-01,8.005740e-01,8.005737e-01,8.005742e-01
8.000000e-01,8.000000e-01,8.005737e-01,8.005742e-01,8.005739e-01
8.000000e-01,8.000000e-01,8.005742e-01,8.005739e-01,8.005744e-01
8.000000e-01,8.000000e-01,8.005739e-01,8.005744e-01,8.005742e-01
8.000000e-01,8.000000e-01,8.005744e-01,8.005742e-01,8.005745e-01
8.000000e-01,8.000000e-01,8.005742e-01,8.005745e-01,8.005744e-01
8.000000e-01,8.000000e-01,8.005745e-01,8.005744e-01,8.005747e-01
8.000000e-01,8.000000e-01,8.005744e-01,8.005747e-01,8.005746e-01
8.000000e-01,8.000000e-01,8.005747e-01,8.005746e-01,8.005747e-01
8.000000e-01,8.000000e-01,8.005746e-01,8.005747e-01,8.005747e-01
8.000000e-01,8.000000e-01,8.005747e-01,8.005747e-01,8.005748e-01
8.000000e-01,8.000000e-01,8.005747e-01,8.005748e-01,8.005747e-01
8.000000e-01,8.000000e-01,8.005748e-01,8.005747e-01,8.005748e-01
8.000000e-01,9.000000e-01,8.005747e-01,8.005748e-01,8.227856e-01
9.000000e-01,9.000000e-01,8.005748e-01,8.227856e-01,8.226690e-01
9.000000e-01,9.000000e-01,8.227856e-01,8.226690e-01,8.401072e-01
9.000000e-01,9.000000e-01,8.226690e-01,8.401072e-01,8.398750e-01
9.000000e-01,9.000000e-01,8.401072e-01,8.398750e-01,8.535671e-01
9.000000e-01,9.000000e-01,8.398750e-01,8.535671e-01,8.532743e-01
9.000000e-01,9.000000e-01,8.535671e-01,8.532743e-01,8.640261e-01
9.000000e-01,9.000000e-01,8.532743e-01,8.640261e-01,8.637094e-01
9.000000e-01,9.000000e-01,8.640261e-01,8.637094e-01,8.721529e-01
9.000000e-01,9.000000e-01,8.637094e-01,8.721529e-01,8.718361e-01
9.000000e-01,9.000000e-01,8.721529e-01,8.718361e-01,8.784676e-01
9.000000e-01,9.000000e-01,8.718361e-01,8.784676e-01,8.781652e-01
9.000000e-01,9.000000e-01,8.784676e-01,8.781652e-01,8.833740e-01
9.000000e-01,9.000000e-01,8.781652e-01,8.833740e-01,8.830945e-01
9.000000e-01,9.000000e-01,8.833740e-01,8.830945e-01,8.871862e-01
9.000000e-01,9.000000e-01,8.830945e-01,8.871862e-01,8.869337e-01
9.000000e-01,9.000000e-01,8.871862e-01,8.869337e-01,8.901479e-01
9.000000e-01,9.000000e-01,8.869337e-01,8.901479e-01,8.899238e-01
9.000000e-01,9.000000e-01,8.901479e-01,8.899238e-01,8.924490e-01
9.000000e-01,9.000000e-01,8.899238e-01,8.924490e-01,8.922527e-01
9.000000e-01,9.000000e-01,8.924490e-01,8.922527e-01,8.942368e-01
9.000000e-01,9.000000e-01,8.922527e-01,8.942368e-01,8.940667e-01
9.000000e-01,9.000000e-01,8.942368e-01,8.940667e-01,8.956257e-01
9.000000e-01,9.000000e-01,8.940667e-01,8.956257e-01,8.954796e-01
9.000000e-01,9.000000e-01,8.956257e-01,8.954796e-01,8.967047e-01
9.000000e-01,9.000000e-01,8.954796e-01,8.967047e-01,8.965801e-01
9.000000e-01,9.000000e-01,8.967047e-01,8.965801e-01,8.975428e-01
9.000000e-01,9.000000e-01,8.965801e-01,8.975428e-01,8.974374e-01
9.000000e-01,9.000000e-01,8.975428e-01,8.974374e-01,8.981940e-01
9.000000e-01,9.000000e-01,8.974374e-01,8.981940e-01,8.981051e-01
9.000000e-01,9.000000e-01,8.981940e-01,8.981051e-01,8.986999e-01
9.000000e-01,9.000000e-01,8.981051e-01,8.986999e-01,8.986253e-01
9.000000e-01,9.000000e-01,8.986999e-01,8.986253e-01,8.990928e-01
9.000000e-01,9.000000e-01,8.986253e-01,8.990928e-01,8.990304e-01
9.000000e-01,9.000000e-01,8.990928e-01,8.990304e-01,8.993980e-01
9.000000e-01,9.000000e-01,8.990304e-01,8.993980e-01,8.993461e-01
9.000000e-01,9.000000e-01,8.993980e-01,8.993461e-01,8.996350e-01
9.000000e-01,9.000000e-01,8.993461e-01,8.996350e-01,8.995920e-01
9.000000e-01,9.000000e-01,8.996350e-01,8.995920e-01,8.998191e-01
9.000000e-01,9.000000e-01,8.995920e-01,8.998191e-01,8.997835e-01
9.000000e-01,9.000000e-01,8.998191e-01,8.997835e-01,8.999621e-01
9.000000e-01,9.000000e-01,8.997835e-01,8.999621e-01,8.999327e-01
9.000000e-01,9.000000e-01,8.999621e-01,8.999327e-01,9.000731e-01
9.000000e-01,9.000000e-01,8.999327e-01,9.000731e-01,9.000490e-01
9.000000e-01,9.000000e-01,9.000731e-01,9.000490e-01,9.001594e-01
9.000000e-01,9.000000e-01,9.000490e-01,9.001594e-01,9.001396e-01
9.000000e-01,9.000000e-01,9.001594e-01,9.001396e-01,9.002264e-01
9.000000e-01,9.000000e-01,9.001396e-01,9.002264e-01,9.002101e-01
9.000000e-01,9.000000e-01,9.002264e-01,9.002101e-01,9.002784e-01
9.000000e-01,9.000000e-01,9.002101e-01,9.002784e-01,9.002651e-01
9.000000e-01,9.000000e-01,9.002784e-01,9.002651e-01,9.003187e-01
9.000000e-01,9.000000e-01,9.002651e-01,9.003187e-01,9.003080e-01
9.000000e-01,9.000000e-01,9.003187e-01,9.003080e-01,9.003501e-01
9.000000e-01,9.000000e-01,9.003080e-01,9.003501e-01,9.003413e-01
9.000000e-01,9.000000e-01,9.003501e-01,9.003413e-01,9.003745e-01
9.000000e-01,9.000000e-01,9.003413e-01,9.003745e-01,9.003673e-01
9.000000e-01,9.000000e-01,9.003745e-01,9.003673e-01,9.003935e-01
9.000000e-01,9.000000e-01,9.003673e-01,9.003935e-01,9.003875e-01
9.000000e-01,9.000000e-01,9.003935e-01,9.003875e-01,9.004081e-01
9.000000e-01,9.000000e-01,9.003875e-01,9.004081e-01,9.004034e-01
9.000000e-01,9.000000e-01,9.004081e-01,9.004034e-01,9.004195e-01
9.000000e-01,9.000000e-01,9.004034e-01,9.004195e-01,9.004157e-01
9.000000e-01,9.000000e-01,9.004195e-01,9.004157e-01,9.004284e-01
9.000000e-01,9.000000e-01,9.004157e-01,9.004284e-01,9.004253e-01
9.000000e-01,9.000000e-01,9.004284e-01,9.004253e-01,9.004353e-01
9.000000e-01,9.000000e-01,9.004253e-01,9.004353e-01,9.004327e-01
9.000000e-01,9.000000e-01,9.004353e-01,9.004327e-01,9.004407e-01
9.000000e-01,9.000000e-01,9.004327e-01,9.004407e-01,9.004385e-01
9.000000e-01,9.000000e-01,9.004407e-01,9.004385e-01,9.004449e-01
9.000000e-01,9.000000e-01,9.004385e-01,9.004449e-01,9.004431e-01
9.000000e-01,9.000000e-01,9.004449e-01,9.004431e-01,9.004481e-01
9.000000e-01,9.000000e-01,9.004431e-01,9.004481e-01,9.004467e-01
9.000000e-01,9.000000e-01,9.004481e-01,9.004467e-01,9.004506e-01
9.000000e-01,9.000000e-01,9.004467e-01,9.004506e-01,9.004494e-01
9.000000e-01,9.000000e-01,9.004506e-01,9.004494e-01,9.004525e-01
9.000000e-01,9.000000e-01,9.004494e-01,9.004525e-01,9.004515e-01
9.000000e-01,9.000000e-01,9.004525e-01,9.004515e-01,9.004540e-01
9.000000e-01,9.000000e-01,9.004515e-01,9.004540e-01,9.004531e-01
9.000000e-01,9.000000e-01,9.004540e-01,9.004531e-01,9.004551e-01
9.000000e-01,9.000000e-01,9.004531e-01,9.004551e-01,9.004544e-01
9.000000e-01,9.000000e-01,9.004551e-01,9.004544e-01,9.004560e-01
9.000000e-01,9.000000e-01,9.004544e-01,9.004560e-01,9.004554e-01
9.000000e-01,9.000000e-01,9.004560e-01,9.004554e-01,9.004567e-01
9.000000e-01,9.000000e-01,9.004554e-01,9.004567e-01,9.004561e-01
9.000000e-01,9.000000e-01,9.004567e-01,9.004561e-01,9.004573e-01
9.000000e-01,9.000000e-01,9.004561e-01,9.004573e-01,9.004568e-01
9.000000e-01,9.000000e-01,9.004573e-01,9.004568e-01,9.004577e-01
9.000000e-01,9.000000e-01,9.004568e-01,9.004577e-01,9.004573e-01
9.000000e-01,9.000000e-01,9.004577e-01,9.004573e-01,9.004580e-01
9.000000e-01,9.000000e-01,9.004573e-01,9.004580e-01,9.004577e-01
9.000000e-01,9.000000e-01,9.004580e-01,9.004577e-01,9.004583e-01
9.000000e-01,9.000000e-01,9.004577e-01,9.004583e-01,9.004580e-01
9.000000e-01,9.000000e-01,9.004583e-01,9.004580e-01,9.004585e-01
9.000000e-01,9.000000e-01,9.004580e-01,9.004585e-01,9.004582e-01
9.000000e-01,9.000000e-01,9.004585e-01,9.004582e-01,9.004586e-01
9.000000e-01,9.000000e-01,9.004582e-01,9.004586e-01,9.004584e-01
9.000000e-01,9.000000e-01,9.004586e-01,9.004584e-01,9.004588e-01
9.000000e-01,9.000000e-01,9.004584e-01,9.004588e-01,9.004585e-01
9.000000e-01,9.000000e-01,9.004588e-01,9.004585e-01,9.004588e-01
9.000000e-01,9.000000e-01,9.004585e-01,9.004588e-01,9.004586e-01
9.000000e-01,9.000000e-01,9.004588e-01,9.004586e-01,9.004589e-01
9.000000e-01,9.000000e-01,9.004586e-01,9.004589e-01,9.004587e-01
9.000000e-01,9.000000e-01,9.004589e-01,9.004587e-01,9.004589e-01
9.000000e-01,9.000000e-01,9.004587e-01,9.004589e-01,9.004588e-01
9.000000e-01,9.000000e-01,9.004589e-01,9.004588e-01,9.004589e-01
9.000000e-01,9.000000e-01,9.004588e-01,9.004589e-01,9.004589e-01
9.000000e-01,9.000000e-01,9.004589e-01,9.004589e-01,9.004589e-01
9.000000e-01,9.000000e-01,9.004589e-01,9.004589e-01,9.004589e-01
9.000000e-01,9.000000e-01,9.004589e-01,9.004589e-01,9.004589e-01
9.000000e-01,9.000000e-01,9.004589e-01,9.004589e-01,9.004589e-01
9.000000e-01,9.000000e-01,9.004589e-01,9.004589e-01,9.004589e-01
9.000000e-01,9.000000e-01,9.004589e-01,9.004589e-01,9.004589e-01
9.000000e-01,9.000000e-01,9.004589e-01,9.004589e-01,9.004589e-01
9.000000e-01,9.000000e-01,9.004589e-01,9.004589e-01,9.004589e-01
9.000000e-01,9.000000e-01,9.004589e-01,9.004589e-01,9.004589e-01
9.000000e-01,9.000000e-01,9.004589e-01,9.004589e-01,9.004589e-01
9.000000e-01,9.000000e-01,9.004589e-01,9.004589e-01,9.004589e-01
9.000000e-01,9.000000e-01,9.004589e-01,9.004589e-01,9.004589e-01
9.000000e-01,9.000000e-01,9.004589e-01,9.004589e-01,9.004589e-01
9.000000e-01,9.000000e-01,9.004589e-01,9.004589e-01,9.004589e-01
9.000000e-01,9.000000e-01,9.004589e-01,9.004589e-01,9.004589e-01
9.000000e-01,9.000000e-01,9.004589e-01,9.004589e-01,9.004589e-01
