Tiempo (s)	Voltaje de entrada (V)	Corriente de salida (A)
1.571571572	10.97627008	0.109762718
1.581581582	10.97627008	0.109762717
1.591591592	10.97627008	0.109762717
1.601601602	10.97627008	0.109762716
1.611611612	10.97627008	0.109762715
1.621621622	10.97627008	0.109762715
1.631631632	10.97627008	0.109762714
1.641641642	10.97627008	0.109762712
1.651651652	10.97627008	0.109762711
1.661661662	10.97627008	0.10976271
1.671671672	10.97627008	0.109762709
1.681681682	10.97627008	0.109762708
1.691691692	10.97627008	0.109762708
1.701701702	10.97627008	0.109762707
1.711711712	10.97627008	0.109762706
1.721721722	10.97627008	0.109762705
1.731731732	10.97627008	0.109762705
1.741741742	10.97627008	0.109762704
1.751751752	10.97627008	0.109762703
1.761761762	10.97627008	0.109762703
1.771771772	10.97627008	0.109762702
1.781781782	10.97627008	0.109762702
1.791791792	10.97627008	0.109762701
1.801801802	10.97627008	0.109762701
1.811811812	10.97627008	0.109762701
1.821821822	10.97627008	0.1097627
1.831831832	10.97627008	0.1097627
1.841841842	10.97627008	0.1097627
1.851851852	10.97627008	0.1097627
1.861861862	10.97627008	0.1097627
1.871871872	10.97627008	0.1097627
1.881881882	10.97627008	0.1097627
1.891891892	10.97627008	0.1097627
1.901901902	10.97627008	0.1097627
1.911911912	10.97627008	0.1097627
1.921921922	10.97627008	0.1097627
1.931931932	10.97627008	0.1097627
1.941941942	10.97627008	0.1097627
1.951951952	10.97627008	0.1097627
1.961961962	10.97627008	0.1097627
1.971971972	10.97627008	0.1097627
1.981981982	10.97627008	0.1097627
1.991991992	10.97627008	0.1097627
2.002002002	14.30378733	0.10977586
2.012012012	14.30378733	0.110205536
2.022022022	14.30378733	0.111152547
2.032032032	14.30378733	0.112505846
2.042042042	14.30378733	0.114167196
2.052052052	14.30378733	0.116050582
2.062062062	14.30378733	0.11808157
2.072072072	14.30378733	0.120196558
2.082082082	14.30378733	0.122341957
2.092092092	14.30378733	0.124473351
2.102102102	14.30378733	0.126554636
2.112112112	14.30378733	0.128557167
2.122122122	14.30378733	0.130458925
2.132132132	14.30378733	0.132243711
2.142142142	14.30378733	0.133900391
2.152152152	14.30378733	0.135422169
2.162162162	14.30378733	0.136805926
2.172172172	14.30378733	0.138051617
2.182182182	14.30378733	0.139161705
