Time (sec), Heater 1 (%), Temperature 1 (degC)
1.900000000000000000e+02,2.000000000000000000e+00,2.399986428215598266e+00
1.910000000000000000e+02,2.000000000000000000e+00,2.399988024896115846e+00
1.920000000000000000e+02,2.000000000000000000e+00,2.399989433731866573e+00
1.930000000000000000e+02,2.000000000000000000e+00,2.399990676822234992e+00
1.940000000000000000e+02,2.000000000000000000e+00,2.399991773666677819e+00
1.950000000000000000e+02,2.000000000000000000e+00,2.399992741470597934e+00
1.960000000000000000e+02,2.000000000000000000e+00,2.399993595415233383e+00
1.970000000000000000e+02,2.000000000000000000e+00,2.399994348895793994e+00
1.980000000000000000e+02,2.000000000000000000e+00,2.399995013731582638e+00
1.990000000000000000e+02,2.000000000000000000e+00,2.399995600351396252e+00
2.000000000000000000e+02,2.000000000000000000e+00,2.399996117957114095e+00
2.010000000000000000e+02,2.000000000000000000e+00,2.399996574668041838e+00
2.020000000000000000e+02,2.000000000000000000e+00,2.399996977648271912e+00
2.030000000000000000e+02,2.000000000000000000e+00,2.399997333219063389e+00
2.040000000000000000e+02,2.000000000000000000e+00,2.399997646957996889e+00
2.050000000000000000e+02,2.000000000000000000e+00,2.399997923786467702e+00
2.060000000000000000e+02,2.000000000000000000e+00,2.399998168046883151e+00
2.070000000000000000e+02,2.000000000000000000e+00,2.399998383570779215e+00
2.080000000000000000e+02,2.000000000000000000e+00,2.399998573738922669e+00
2.090000000000000000e+02,2.000000000000000000e+00,2.399998741534343338e+00
2.100000000000000000e+02,2.000000000000000000e+00,2.399998889589126438e+00
2.110000000000000000e+02,2.000000000000000000e+00,2.399999020225699553e+00
2.120000000000000000e+02,2.000000000000000000e+00,2.399999135493263935e+00
2.130000000000000000e+02,2.000000000000000000e+00,2.399999237199938573e+00
2.140000000000000000e+02,2.000000000000000000e+00,2.399999326941121947e+00
2.150000000000000000e+02,2.000000000000000000e+00,2.399999406124519119e+00
2.160000000000000000e+02,2.000000000000000000e+00,2.399999475992222742e+00
2.170000000000000000e+02,2.000000000000000000e+00,2.399999537640196134e+00
2.180000000000000000e+02,2.000000000000000000e+00,2.399999592035467089e+00
2.190000000000000000e+02,2.000000000000000000e+00,2.399999640031294401e+00
2.200000000000000000e+02,2.000000000000000000e+00,2.399999682380553612e+00
2.210000000000000000e+02,2.000000000000000000e+00,2.399999719747547111e+00
2.220000000000000000e+02,2.000000000000000000e+00,2.399999752718423807e+00
2.230000000000000000e+02,2.000000000000000000e+00,2.399999781810373545e+00
2.240000000000000000e+02,2.000000000000000000e+00,2.399999807479741065e+00
2.250000000000000000e+02,2.000000000000000000e+00,2.399999830129182943e+00
2.260000000000000000e+02,2.000000000000000000e+00,2.399999850113984756e+00
2.270000000000000000e+02,2.000000000000000000e+00,2.399999867747633520e+00
2.280000000000000000e+02,2.000000000000000000e+00,2.399999883306735082e+00
2.290000000000000000e+02,2.000000000000000000e+00,2.399999897035354213e+00
2.300000000000000000e+02,3.000000000000000000e+00,2.541176379737076996e+00
2.310000000000000000e+02,3.000000000000000000e+00,2.665743864473891556e+00
2.320000000000000000e+02,3.000000000000000000e+00,2.775656351006374756e+00
2.330000000000000000e+02,3.000000000000000000e+00,2.872637956770330625e+00
2.340000000000000000e+02,3.000000000000000000e+00,2.958209961856173909e+00
2.350000000000000000e+02,3.000000000000000000e+00,3.033714672226035525e+00
2.360000000000000000e+02,3.000000000000000000e+00,3.100336475493560506e+00
2.370000000000000000e+02,3.000000000000000000e+00,3.159120419553141712e+00
2.380000000000000000e+02,3.000000000000000000e+00,3.210988605488066305e+00
2.390000000000000000e+02,3.000000000000000000e+00,3.256754651901234698e+00
2.400000000000000000e+02,3.000000000000000000e+00,3.297136457559912692e+00
2.410000000000000000e+02,3.000000000000000000e+00,3.332767462552864046e+00
2.420000000000000000e+02,3.000000000000000000e+00,3.364206584605468286e+00
2.430000000000000000e+02,3.000000000000000000e+00,3.391946986416589649e+00
2.440000000000000000e+02,3.000000000000000000e+00,3.416423811544049727e+00
2.450000000000000000e+02,3.000000000000000000e+00,3.438021010185926318e+00
2.460000000000000000e+02,3.000000000000000000e+00,3.457077361928758474e+00
2.470000000000000000e+02,3.000000000000000000e+00,3.473891789937139762e+00
2.480000000000000000e+02,3.000000000000000000e+00,3.488728049944534781e+00
2.490000000000000000e+02,3.000000000000000000e+00,3.501818867598118779e+00
2.500000000000000000e+02,3.000000000000000000e+00,3.513369589057163456e+00
2.510000000000000000e+02,3.000000000000000000e+00,3.523561402109261831e+00
2.520000000000000000e+02,3.000000000000000000e+00,3.532554178331701600e+00
2.530000000000000000e+02,3.000000000000000000e+00,3.540488980880913239e+00
2.540000000000000000e+02,3.000000000000000000e+00,3.547490277247864920e+00
2.550000000000000000e+02,3.000000000000000000e+00,3.553667891689292535e+00
2.560000000000000000e+02,3.000000000000000000e+00,3.559118727961140483e+00
2.570000000000000000e+02,3.000000000000000000e+00,3.563928289377476855e+00
2.580000000000000000e+02,3.000000000000000000e+00,3.568172020038950176e+00
2.590000000000000000e+02,3.000000000000000000e+00,3.571916488269661905e+00
2.600000000000000000e+02,3.000000000000000000e+00,3.575220430826172358e+00
2.610000000000000000e+02,3.000000000000000000e+00,3.578135674258387411e+00
2.620000000000000000e+02,3.000000000000000000e+00,3.580707947875048092e+00
2.630000000000000000e+02,3.000000000000000000e+00,3.582977601066219098e+00
2.640000000000000000e+02,3.000000000000000000e+00,3.584980236234899031e+00
2.650000000000000000e+02,3.000000000000000000e+00,3.586747267266087835e+00
2.660000000000000000e+02,3.000000000000000000e+00,3.588306412293606584e+00
2.670000000000000000e+02,3.000000000000000000e+00,3.589682128494358970e+00
2.680000000000000000e+02,3.000000000000000000e+00,3.590895995730317036e+00
2.690000000000000000e+02,3.000000000000000000e+00,3.591967055056161762e+00
2.700000000000000000e+02,3.000000000000000000e+00,3.592912107402495892e+00
2.710000000000000000e+02,3.000000000000000000e+00,3.593745977119849666e+00
2.720000000000000000e+02,3.000000000000000000e+00,3.594481744517514343e+00
2.730000000000000000e+02,3.000000000000000000e+00,3.595130951044865686e+00
2.740000000000000000e+02,3.000000000000000000e+00,3.595703780333705080e+00
2.750000000000000000e+02,3.000000000000000000e+00,3.596209217941504388e+00
2.760000000000000000e+02,3.000000000000000000e+00,3.596655192301327464e+00
2.770000000000000000e+02,3.000000000000000000e+00,3.597048699089406387e+00
2.780000000000000000e+02,3.000000000000000000e+00,3.597395910961240784e+00
2.790000000000000000e+02,3.000000000000000000e+00,3.597702274377565068e+00
2.800000000000000000e+02,3.000000000000000000e+00,3.597972595039028221e+00
2.810000000000000000e+02,3.000000000000000000e+00,3.598211113269730976e+00
2.820000000000000000e+02,3.000000000000000000e+00,3.598421570532115421e+00
2.830000000000000000e+02,3.000000000000000000e+00,3.598607268116572389e+00
2.840000000000000000e+02,3.000000000000000000e+00,3.598771118926387125e+00
2.850000000000000000e+02,3.000000000000000000e+00,3.598915693170341878e+00
2.860000000000000000e+02,3.000000000000000000e+00,3.599043258679713198e+00
2.870000000000000000e+02,3.000000000000000000e+00,3.599155816482100256e+00
2.880000000000000000e+02,3.000000000000000000e+00,3.599255132190088524e+00
2.890000000000000000e+02,3.000000000000000000e+00,3.599342763697137126e+00
2.900000000000000000e+02,3.000000000000000000e+00,3.599420085615121057e+00
2.910000000000000000e+02,3.000000000000000000e+00,3.599488310836871374e+00
2.920000000000000000e+02,3.000000000000000000e+00,3.599548509561945053e+00
2.930000000000000000e+02,3.000000000000000000e+00,3.599601626084069306e+00
2.940000000000000000e+02,3.000000000000000000e+00,3.599648493603590627e+00
2.950000000000000000e+02,3.000000000000000000e+00,3.599689847297285805e+00
2.960000000000000000e+02,3.000000000000000000e+00,3.599726335850546022e+00
2.970000000000000000e+02,3.000000000000000000e+00,3.599758531632835101e+00
2.980000000000000000e+02,3.000000000000000000e+00,3.599786939676031139e+00
2.990000000000000000e+02,3.000000000000000000e+00,3.599812005596498388e+00
3.000000000000000000e+02,3.000000000000000000e+00,3.599834122585146012e+00
3.010000000000000000e+02,3.000000000000000000e+00,3.599853637575129106e+00
3.020000000000000000e+02,3.000000000000000000e+00,3.599870856683937692e+00
3.030000000000000000e+02,3.000000000000000000e+00,3.599886050015239203e+00
3.040000000000000000e+02,3.000000000000000000e+00,3.599899455895799072e+00
3.050000000000000000e+02,3.000000000000000000e+00,3.599911284613940499e+00
3.060000000000000000e+02,3.000000000000000000e+00,3.599921721718182699e+00
3.070000000000000000e+02,3.000000000000000000e+00,3.599930930927808248e+00
3.080000000000000000e+02,3.000000000000000000e+00,3.599939056701007445e+00
3.090000000000000000e+02,3.000000000000000000e+00,3.599946226500889246e+00
3.100000000000000000e+02,3.000000000000000000e+00,3.599952552794902338e+00
3.110000000000000000e+02,3.000000000000000000e+00,3.599958134819031930e+00
3.120000000000000000e+02,3.000000000000000000e+00,3.599963060134439896e+00
3.130000000000000000e+02,3.000000000000000000e+00,3.599967406000976311e+00
3.140000000000000000e+02,3.000000000000000000e+00,3.599971240589097121e+00
3.150000000000000000e+02,3.000000000000000000e+00,3.599974624049203431e+00
3.160000000000000000e+02,3.000000000000000000e+00,3.599977609455179195e+00
3.170000000000000000e+02,3.000000000000000000e+00,3.599980243636922594e+00
3.180000000000000000e+02,3.000000000000000000e+00,3.599982567914931764e+00
3.190000000000000000e+02,3.000000000000000000e+00,3.599984618748469423e+00
3.200000000000000000e+02,3.000000000000000000e+00,3.599986428307473396e+00
3.210000000000000000e+02,3.000000000000000000e+00,3.599988024977182732e+00
3.220000000000000000e+02,3.000000000000000000e+00,3.599989433803396643e+00
3.230000000000000000e+02,3.000000000000000000e+00,3.599990676885350460e+00
3.240000000000000000e+02,3.000000000000000000e+00,3.599991773722368116e+00
3.250000000000000000e+02,3.000000000000000000e+00,3.599992741519737027e+00
3.260000000000000000e+02,3.000000000000000000e+00,3.599993595458591322e+00
3.270000000000000000e+02,3.000000000000000000e+00,3.599994348934051569e+00
3.280000000000000000e+02,3.000000000000000000e+00,3.599995013765339369e+00
3.290000000000000000e+02,3.000000000000000000e+00,3.599995600381181493e+00
3.300000000000000000e+02,3.000000000000000000e+00,3.599996117983395472e+00
3.310000000000000000e+02,3.000000000000000000e+00,3.599996574691231466e+00
3.320000000000000000e+02,3.000000000000000000e+00,3.599996977668733944e+00
3.330000000000000000e+02,3.000000000000000000e+00,3.599997333237118013e+00
3.340000000000000000e+02,3.000000000000000000e+00,3.599997646973927878e+00
3.350000000000000000e+02,3.000000000000000000e+00,3.599997923800525079e+00
3.360000000000000000e+02,3.000000000000000000e+00,3.599998168059287185e+00
3.370000000000000000e+02,3.000000000000000000e+00,3.599998383581723971e+00
3.380000000000000000e+02,3.000000000000000000e+00,3.599998573748580455e+00
3.390000000000000000e+02,3.000000000000000000e+00,3.599998741542865588e+00
3.400000000000000000e+02,3.000000000000000000e+00,3.599998889596646379e+00
3.410000000000000000e+02,3.000000000000000000e+00,3.599999020232335312e+00
3.420000000000000000e+02,3.000000000000000000e+00,3.599999135499119873e+00
3.430000000000000000e+02,3.000000000000000000e+00,3.599999237205106173e+00
3.440000000000000000e+02,3.000000000000000000e+00,3.599999326945681588e+00
3.450000000000000000e+02,4.000000000000000000e+00,3.741175876716777537e+00
3.460000000000000000e+02,4.000000000000000000e+00,3.865743420632450356e+00
3.470000000000000000e+02,4.000000000000000000e+00,3.975655959381573901e+00
3.480000000000000000e+02,4.000000000000000000e+00,4.072637611219035669e+00
3.490000000000000000e+02,4.000000000000000000e+00,4.158209656957971845e+00
3.500000000000000000e+02,4.000000000000000000e+00,4.233714403198209908e+00
3.510000000000000000e+02,4.000000000000000000e+00,4.300336238116067022e+00
3.520000000000000000e+02,4.000000000000000000e+00,4.359120210102411797e+00
3.530000000000000000e+02,4.000000000000000000e+00,4.410988420678598310e+00
3.540000000000000000e+02,4.000000000000000000e+00,4.456754488834056893e+00
3.550000000000000000e+02,4.000000000000000000e+00,4.497136313677108532e+00
3.560000000000000000e+02,4.000000000000000000e+00,4.532767335597448266e+00
3.570000000000000000e+02,4.000000000000000000e+00,4.564206472585983221e+00
3.580000000000000000e+02,4.000000000000000000e+00,4.591946887575867109e+00
3.590000000000000000e+02,4.000000000000000000e+00,4.616423724331647271e+00
3.600000000000000000e+02,4.000000000000000000e+00,4.638020933233805820e+00
3.610000000000000000e+02,4.000000000000000000e+00,4.657077294029828174e+00
3.620000000000000000e+02,4.000000000000000000e+00,4.673891730026318747e+00
3.630000000000000000e+02,4.000000000000000000e+00,4.688727997082045462e+00
3.640000000000000000e+02,4.000000000000000000e+00,4.701818820954745348e+00
3.650000000000000000e+02,4.000000000000000000e+00,4.713369547901245404e+00
3.660000000000000000e+02,4.000000000000000000e+00,4.723561365795216460e+00
3.670000000000000000e+02,4.000000000000000000e+00,4.732554146289896124e+00
3.680000000000000000e+02,4.000000000000000000e+00,4.740488952608731488e+00
3.690000000000000000e+02,4.000000000000000000e+00,4.747490252301821201e+00
3.700000000000000000e+02,4.000000000000000000e+00,4.753667869678077196e+00
3.710000000000000000e+02,4.000000000000000000e+00,4.759118708539479492e+00
3.720000000000000000e+02,4.000000000000000000e+00,4.763928272240717021e+00
3.730000000000000000e+02,4.000000000000000000e+00,4.768172004918278972e+00
3.740000000000000000e+02,4.000000000000000000e+00,4.771916474927892615e+00
3.750000000000000000e+02,4.000000000000000000e+00,4.775220419054022614e+00
3.760000000000000000e+02,4.000000000000000000e+00,4.778135663871196037e+00
3.770000000000000000e+02,4.000000000000000000e+00,4.780707938709878313e+00
3.780000000000000000e+02,4.000000000000000000e+00,4.782977592979303694e+00
3.790000000000000000e+02,4.000000000000000000e+00,4.784980229099384808e+00
3.800000000000000000e+02,4.000000000000000000e+00,4.786747260970044771e+00
3.810000000000000000e+02,4.000000000000000000e+00,4.788306406738274568e+00
3.820000000000000000e+02,4.000000000000000000e+00,4.789682123592594820e+00
3.830000000000000000e+02,4.000000000000000000e+00,4.790895991405230703e+00
3.840000000000000000e+02,4.000000000000000000e+00,4.791967051239908848e+00
3.850000000000000000e+02,4.000000000000000000e+00,4.792912104035213616e+00
3.860000000000000000e+02,4.000000000000000000e+00,4.793745974148717615e+00
