U-2, U-1,..................,U-n     Y-2, Y-1,................,Y-n,.................Yk
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.352941440413615012e-02
0.000000000000000000e+00,2.000000000000000111e-01,0.000000000000000000e+00,2.352941440413615012e-02,4.429066240778568864e-02
2.000000000000000111e-01,2.000000000000000111e-01,2.352941440413615012e-02,4.429066240778568864e-02,6.260941064630000386e-02
2.000000000000000111e-01,2.000000000000000111e-01,4.429066240778568864e-02,6.260941064630000386e-02,7.877301203322438494e-02
2.000000000000000111e-01,2.000000000000000111e-01,6.260941064630000386e-02,7.877301203322438494e-02,9.303501325698118607e-02
2.000000000000000111e-01,2.000000000000000111e-01,7.877301203322438494e-02,9.303501325698118607e-02,1.056191319838254289e-01
2.000000000000000111e-01,2.000000000000000111e-01,9.303501325698118607e-02,1.056191319838254289e-01,1.167227661545703482e-01
2.000000000000000111e-01,2.000000000000000111e-01,1.056191319838254289e-01,1.167227661545703482e-01,1.265200904228746814e-01
2.000000000000000111e-01,2.000000000000000111e-01,1.167227661545703482e-01,1.265200904228746814e-01,1.351647883066726397e-01
2.000000000000000111e-01,2.000000000000000111e-01,1.265200904228746814e-01,1.351647883066726397e-01,1.427924629100237597e-01
2.000000000000000111e-01,2.000000000000000111e-01,1.351647883066726397e-01,1.427924629100237597e-01,1.495227640306276973e-01
2.000000000000000111e-01,2.000000000000000111e-01,1.427924629100237597e-01,1.495227640306276973e-01,1.554612650193958889e-01
2.000000000000000111e-01,2.000000000000000111e-01,1.495227640306276973e-01,1.554612650193958889e-01,1.607011188330148554e-01
2.000000000000000111e-01,2.000000000000000111e-01,1.554612650193958889e-01,1.607011188330148554e-01,1.653245192567963096e-01
2.000000000000000111e-01,2.000000000000000111e-01,1.607011188330148554e-01,1.653245192567963096e-01,1.694039902189563851e-01
2.000000000000000111e-01,2.000000000000000111e-01,1.653245192567963096e-01,1.694039902189563851e-01,1.730035234208623651e-01
2.000000000000000111e-01,2.000000000000000111e-01,1.694039902189563851e-01,1.730035234208623651e-01,1.761795821284264374e-01
2.000000000000000111e-01,2.000000000000000111e-01,1.730035234208623651e-01,1.761795821284264374e-01,1.789819868703947936e-01
2.000000000000000111e-01,2.000000000000000111e-01,1.761795821284264374e-01,1.789819868703947936e-01,1.814546969368374396e-01
2.000000000000000111e-01,2.000000000000000111e-01,1.789819868703947936e-01,1.814546969368374396e-01,1.836364999366397743e-01
2.000000000000000111e-01,2.000000000000000111e-01,1.814546969368374396e-01,1.836364999366397743e-01,1.855616202305829798e-01
2.000000000000000111e-01,2.000000000000000111e-01,1.836364999366397743e-01,1.855616202305829798e-01,1.872602557840622739e-01
2.000000000000000111e-01,2.000000000000000111e-01,1.855616202305829798e-01,1.872602557840622739e-01,1.887590518606616918e-01
2.000000000000000111e-01,2.000000000000000111e-01,1.872602557840622739e-01,1.887590518606616918e-01,1.900815189870729005e-01
2.000000000000000111e-01,2.000000000000000111e-01,1.887590518606616918e-01,1.900815189870729005e-01,1.912484017456710650e-01
2.000000000000000111e-01,2.000000000000000111e-01,1.900815189870729005e-01,1.912484017456710650e-01,1.922780041797282624e-01
2.000000000000000111e-01,2.000000000000000111e-01,1.912484017456710650e-01,1.922780041797282624e-01,1.931864769156610706e-01
2.000000000000000111e-01,2.000000000000000111e-01,1.922780041797282624e-01,1.931864769156610706e-01,1.939880705061899913e-01
2.000000000000000111e-01,2.000000000000000111e-01,1.931864769156610706e-01,1.939880705061899913e-01,1.946953589684214392e-01
2.000000000000000111e-01,2.000000000000000111e-01,1.939880705061899913e-01,1.946953589684214392e-01,1.953194370233315158e-01
2.000000000000000111e-01,2.000000000000000111e-01,1.946953589684214392e-01,1.953194370233315158e-01,1.958700941306051047e-01
2.000000000000000111e-01,2.000000000000000111e-01,1.953194370233315158e-01,1.958700941306051047e-01,1.963559680487876880e-01
2.000000000000000111e-01,2.000000000000000111e-01,1.958700941306051047e-01,1.963559680487876880e-01,1.967846803295370262e-01
2.000000000000000111e-01,2.000000000000000111e-01,1.963559680487876880e-01,1.967846803295370262e-01,1.971629558713746955e-01
2.000000000000000111e-01,2.000000000000000111e-01,1.967846803295370262e-01,1.971629558713746955e-01,1.974967284082902730e-01
2.000000000000000111e-01,2.000000000000000111e-01,1.971629558713746955e-01,1.974967284082902730e-01,1.977912335879216665e-01
2.000000000000000111e-01,2.000000000000000111e-01,1.974967284082902730e-01,1.977912335879216665e-01,1.980510910993611151e-01
2.000000000000000111e-01,2.000000000000000111e-01,1.977912335879216665e-01,1.980510910993611151e-01,1.982803771388665093e-01
2.000000000000000111e-01,2.000000000000000111e-01,1.980510910993611151e-01,1.982803771388665093e-01,1.984826883501948358e-01
2.000000000000000111e-01,2.000000000000000111e-01,1.982803771388665093e-01,1.984826883501948358e-01,1.986611982425433298e-01
2.000000000000000111e-01,2.000000000000000111e-01,1.984826883501948358e-01,1.986611982425433298e-01,1.988187069710861121e-01
2.000000000000000111e-01,2.000000000000000111e-01,1.986611982425433298e-01,1.988187069710861121e-01,1.989576852609768465e-01
2.000000000000000111e-01,2.000000000000000111e-01,1.988187069710861121e-01,1.989576852609768465e-01,1.990803131638215762e-01
2.000000000000000111e-01,2.000000000000000111e-01,1.989576852609768465e-01,1.990803131638215762e-01,1.991885142545669618e-01
2.000000000000000111e-01,2.000000000000000111e-01,1.990803131638215762e-01,1.991885142545669618e-01,1.992839858052246338e-01
2.000000000000000111e-01,2.000000000000000111e-01,1.991885142545669618e-01,1.992839858052246338e-01,1.993682254087461025e-01
2.000000000000000111e-01,2.000000000000000111e-01,1.992839858052246338e-01,1.993682254087461025e-01,1.994425544706767972e-01
2.000000000000000111e-01,2.000000000000000111e-01,1.993682254087461025e-01,1.994425544706767972e-01,1.995081389370862712e-01
2.000000000000000111e-01,2.000000000000000111e-01,1.994425544706767972e-01,1.995081389370862712e-01,1.995660075839181258e-01
2.000000000000000111e-01,2.000000000000000111e-01,1.995081389370862712e-01,1.995660075839181258e-01,1.996170681546521608e-01
2.000000000000000111e-01,2.000000000000000111e-01,1.995660075839181258e-01,1.996170681546521608e-01,1.996621215994174581e-01
2.000000000000000111e-01,2.000000000000000111e-01,1.996170681546521608e-01,1.996621215994174581e-01,1.997018746389162269e-01
2.000000000000000111e-01,2.000000000000000111e-01,1.996621215994174581e-01,1.997018746389162269e-01,1.997369508502386815e-01
2.000000000000000111e-01,2.000000000000000111e-01,1.997018746389162269e-01,1.997369508502386815e-01,1.997679004484643750e-01
2.000000000000000111e-01,2.000000000000000111e-01,1.997369508502386815e-01,1.997679004484643750e-01,1.997952089174870605e-01
2.000000000000000111e-01,2.000000000000000111e-01,1.997679004484643750e-01,1.997952089174870605e-01,1.998193046254482241e-01
2.000000000000000111e-01,2.000000000000000111e-01,1.997952089174870605e-01,1.998193046254482241e-01,1.998405655442375140e-01
2.000000000000000111e-01,2.000000000000000111e-01,1.998193046254482241e-01,1.998405655442375140e-01,1.998593251784633595e-01
2.000000000000000111e-01,2.000000000000000111e-01,1.998405655442375140e-01,1.998593251784633595e-01,1.998758777968979161e-01
2.000000000000000111e-01,2.000000000000000111e-01,1.998593251784633595e-01,1.998758777968979161e-01,1.998904830484578288e-01
2.000000000000000111e-01,2.000000000000000111e-01,1.998758777968979161e-01,1.998904830484578288e-01,1.999033700351283416e-01
2.000000000000000111e-01,2.000000000000000111e-01,1.998904830484578288e-01,1.999033700351283416e-01,1.999147409057199787e-01
2.000000000000000111e-01,2.000000000000000111e-01,1.999033700351283416e-01,1.999147409057199787e-01,1.999247740268302320e-01
2.000000000000000111e-01,2.000000000000000111e-01,1.999147409057199787e-01,1.999247740268302320e-01,1.999336267807510503e-01
2.000000000000000111e-01,2.000000000000000111e-01,1.999247740268302320e-01,1.999336267807510503e-01,1.999414380342106057e-01
2.000000000000000111e-01,2.000000000000000111e-01,1.999336267807510503e-01,1.999414380342106057e-01,1.999483303166748882e-01
2.000000000000000111e-01,2.000000000000000111e-01,1.999414380342106057e-01,1.999483303166748882e-01,1.999544117423786849e-01
2.000000000000000111e-01,2.000000000000000111e-01,1.999483303166748882e-01,1.999544117423786849e-01,1.999597777062349924e-01
2.000000000000000111e-01,2.000000000000000111e-01,1.999544117423786849e-01,1.999597777062349924e-01,1.999645123802258340e-01
2.000000000000000111e-01,2.000000000000000111e-01,1.999597777062349924e-01,1.999645123802258340e-01,1.999686900337471485e-01
2.000000000000000111e-01,2.000000000000000111e-01,1.999645123802258340e-01,1.999686900337471485e-01,1.999723761986189063e-01
2.000000000000000111e-01,2.000000000000000111e-01,1.999686900337471485e-01,1.999723761986189063e-01,1.999756286970351682e-01
2.000000000000000111e-01,2.000000000000000111e-01,1.999723761986189063e-01,1.999756286970351682e-01,1.999784985485789368e-01
2.000000000000000111e-01,2.000000000000000111e-01,1.999756286970351682e-01,1.999784985485789368e-01,1.999810307705293111e-01
2.000000000000000111e-01,2.000000000000000111e-01,1.999784985485789368e-01,1.999810307705293111e-01,1.999832650840149273e-01
2.000000000000000111e-01,2.000000000000000111e-01,1.999810307705293111e-01,1.999832650840149273e-01,1.999852365370904939e-01
2.000000000000000111e-01,2.000000000000000111e-01,1.999832650840149273e-01,1.999852365370904939e-01,1.999869760545101016e-01
2.000000000000000111e-01,2.000000000000000111e-01,1.999852365370904939e-01,1.999869760545101016e-01,1.999885109228215496e-01
2.000000000000000111e-01,2.000000000000000111e-01,1.999869760545101016e-01,1.999885109228215496e-01,1.999898652183904058e-01
2.000000000000000111e-01,2.000000000000000111e-01,1.999885109228215496e-01,1.999898652183904058e-01,1.999910601850688474e-01
2.000000000000000111e-01,2.000000000000000111e-01,1.999898652183904058e-01,1.999910601850688474e-01,1.999921145674321832e-01
2.000000000000000111e-01,2.000000000000000111e-01,1.999910601850688474e-01,1.999921145674321832e-01,1.999930449048115955e-01
2.000000000000000111e-01,2.000000000000000111e-01,1.999921145674321832e-01,1.999930449048115955e-01,1.999938657907346096e-01
2.000000000000000111e-01,2.000000000000000111e-01,1.999930449048115955e-01,1.999938657907346096e-01,1.999945901018431171e-01
2.000000000000000111e-01,2.000000000000000111e-01,1.999938657907346096e-01,1.999945901018431171e-01,1.999952291998800813e-01
2.000000000000000111e-01,2.000000000000000111e-01,1.999945901018431171e-01,1.999952291998800813e-01,1.999957931099126673e-01
2.000000000000000111e-01,2.000000000000000111e-01,1.999952291998800813e-01,1.999957931099126673e-01,1.999962906775884786e-01
2.000000000000000111e-01,2.000000000000000111e-01,1.999957931099126673e-01,1.999962906775884786e-01,1.999967297078906747e-01
2.000000000000000111e-01,2.000000000000000111e-01,1.999962906775884786e-01,1.999967297078906747e-01,1.999971170875690929e-01
2.000000000000000111e-01,2.000000000000000111e-01,1.999967297078906747e-01,1.999971170875690929e-01,1.999974588931676955e-01
2.000000000000000111e-01,2.000000000000000111e-01,1.999971170875690929e-01,1.999974588931676955e-01,1.999977604863429070e-01
2.000000000000000111e-01,2.000000000000000111e-01,1.999974588931676955e-01,1.999977604863429070e-01,1.999980265979681149e-01
2.000000000000000111e-01,2.000000000000000111e-01,1.999977604863429070e-01,1.999980265979681149e-01,1.999982614023433081e-01
2.000000000000000111e-01,2.000000000000000111e-01,1.999980265979681149e-01,1.999982614023433081e-01,1.999984685826743380e-01
2.000000000000000111e-01,2.000000000000000111e-01,1.999982614023433081e-01,1.999984685826743380e-01,1.999986513888488138e-01
2.000000000000000111e-01,2.000000000000000111e-01,1.999984685826743380e-01,1.999986513888488138e-01,2.235282270925506298e-01
2.000000000000000111e-01,4.000000000000000222e-01,1.999986513888488138e-01,2.235282270925506298e-01,2.442896174193464331e-01
4.000000000000000222e-01,4.000000000000000222e-01,2.235282270925506298e-01,2.442896174193464331e-01,2.626084912371073887e-01
4.000000000000000222e-01,4.000000000000000222e-01,2.442896174193464331e-01,2.626084912371073887e-01,2.787722034292494100e-01
