U-2, U-1, U-n     Y-2, Y-1, Y-n
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.000000000000000111e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,9.530807650658638594e-03
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.000000000000000111e-01,2.000000000000000111e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,9.530807650658638594e-03,1.860776731795257821e-02
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.000000000000000111e-01,2.000000000000000111e-01,2.000000000000000111e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,9.530807650658638594e-03,1.860776731795257821e-02,2.725249081061347292e-02
0.000000000000000000e+00,0.000000000000000000e+00,2.000000000000000111e-01,2.000000000000000111e-01,2.000000000000000111e-01,2.000000000000000111e-01,0.000000000000000000e+00,0.000000000000000000e+00,9.530807650658638594e-03,1.860776731795257821e-02,2.725249081061347292e-02,3.548556080362384735e-02
0.000000000000000000e+00,2.000000000000000111e-01,2.000000000000000111e-01,2.000000000000000111e-01,2.000000000000000111e-01,2.000000000000000111e-01,0.000000000000000000e+00,9.530807650658638594e-03,1.860776731795257821e-02,2.725249081061347292e-02,3.548556080362384735e-02,4.332657984458611333e-02
2.000000000000000111e-01,2.000000000000000111e-01,2.000000000000000111e-01,2.000000000000000111e-01,2.000000000000000111e-01,2.000000000000000111e-01,9.530807650658638594e-03,1.860776731795257821e-02,2.725249081061347292e-02,3.548556080362384735e-02,4.332657984458611333e-02,5.079421702645493114e-02
2.000000000000000111e-01,2.000000000000000111e-01,2.000000000000000111e-01,2.000000000000000111e-01,2.000000000000000111e-01,2.000000000000000111e-01,1.860776731795257821e-02,2.725249081061347292e-02,3.548556080362384735e-02,4.332657984458611333e-02,5.079421702645493114e-02,5.790625243775857772e-02
2.000000000000000111e-01,2.000000000000000111e-01,2.000000000000000111e-01,2.000000000000000111e-01,2.000000000000000111e-01,2.000000000000000111e-01,2.725249081061347292e-02,3.548556080362384735e-02,4.332657984458611333e-02,5.079421702645493114e-02,5.790625243775857772e-02,6.467961949614299544e-02
2.000000000000000111e-01,2.000000000000000111e-01,2.000000000000000111e-01,2.000000000000000111e-01,2.000000000000000111e-01,2.000000000000000111e-01,3.548556080362384735e-02,4.332657984458611333e-02,5.079421702645493114e-02,5.790625243775857772e-02,6.467961949614299544e-02,7.113044526603290452e-02
2.000000000000000111e-01,2.000000000000000111e-01,2.000000000000000111e-01,2.000000000000000111e-01,2.000000000000000111e-01,2.000000000000000111e-01,4.332657984458611333e-02,5.079421702645493114e-02,5.790625243775857772e-02,6.467961949614299544e-02,7.113044526603290452e-02,7.727408885640427161e-02
